Company,Headquarters,Website,Sales Contact,Jet Card Name - Description,Hourly Rate,Peak Hourly Rate
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $200K - CJ3,"7,641","10,339"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $350K - C300,"13,996","19,061"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $200K - P300,"9,602","12,923"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $200K - Latitude,"12,300","16,672"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $200K - C300,"14,260","19,402"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 15 Hours - P100 - Limited Availability of Program,"7,101",#VALUE!
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 15 Hours - CJ3 - Limited Availability of Program,"8,078",#VALUE!
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 15 Hours - P300 - Limited Availability of Program,"9,803",#VALUE!
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 15 Hours - Latitude - Limited Availability of Program,"12,400",#VALUE!
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 15 Hours - C300 - Limited Availability of Program,"14,150",#VALUE!
"Northern Jet Management (NM) - Florida, Illinois, Indiana, Michigan, Ohio, Wisconsin - No repositioning fees within 180 miles of Naples, FL (APF), Grand Rapids, MI (GRR), and Chicago, IL (PWK) ","Grand Rapids, MI",www.northernjet.net,ccox@northernjet.net,NM - Florida Private Advantage Card ,"8,360","8,987"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$8,264","8,884"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$8,664","9,314"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$9,064","9,744"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$8,184","8,798"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$8,584","9,228"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$8,984","9,658"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,274","8,895"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,674","9,325"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,074","9,755"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$12,488","13,425"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$12,888","13,855"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,288","14,285"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$12,903","13,871"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$13,303","14,301"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,703","14,731"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$13,691","14,718"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$14,091","15,148"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$14,491","15,578"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$14,456","15,540"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$14,856","15,970"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$15,256","16,400"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$14,586","15,680"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$14,986","16,110"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$15,386","16,540"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$15,682","16,858"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$16,082","17,288"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$16,482","17,718"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$15,626","16,798"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$16,026","17,228"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$16,426","17,658"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$7,834","8,422"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,234","8,852"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,634","9,282"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$7,809","8,395"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,209","8,825"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,609","9,255"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,184","8,798"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,584","9,228"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,984","9,658"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$9,084","9,765"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$9,484","10,195"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,884","10,625"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$9,719","10,448"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$10,119","10,878"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$10,519","11,308"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,564","9,206"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,964","9,636"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,364","10,066"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$9,872","10,612"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$10,272","11,042"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$10,672","11,472"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$7,524","8,088"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$7,924","8,518"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,324","8,948"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$7,819","8,405"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,219","8,835"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,619","9,265"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$7,589","8,158"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$7,989","8,588"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,389","9,018"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$11,117","11,951"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$11,517","12,381"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$11,917","12,811"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$8,134","8,744"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$8,534","9,174"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$8,934","9,604"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$7,624","8,196"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$8,024","8,626"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$8,424","9,056"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$12,068","12,973"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$12,468","13,403"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$12,868","13,833"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,369","8,997"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,769","9,427"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,169","9,857"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$12,433","13,365"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$12,833","13,795"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,233","14,225"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$9,972","10,720"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$10,372","11,150"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$10,772","11,580"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$7,484","8,045"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$7,884","8,475"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$8,284","8,905"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$7,524","8,088"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$7,924","8,518"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$8,324","8,948"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,444","9,077"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,844","9,507"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,244","9,937"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$15,396","16,551"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$15,796","16,981"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$16,196","17,411"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$11,408","12,264"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$11,808","12,694"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$12,208","13,124"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$17,616","18,937"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,016","19,367"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,416","19,797"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$15,381","16,535"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$15,781","16,965"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$16,181","17,395"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$17,641","18,964"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,041","19,394"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,441","19,824"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$17,966","19,313"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,366","19,743"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,766","20,173"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$21,116","22,700"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$21,516","23,130"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"21,916","23,560"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$17,996","19,346"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,396","19,776"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,796","20,206"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$18,216","19,582"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,616","20,012"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$19,016","20,442"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$12,943","13,914"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$13,343","14,344"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,743","14,774"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$13,138","14,123"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$13,538","14,553"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,938","14,983"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$17,006","18,281"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$17,406","18,711"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$17,806","19,141"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$17,096","18,378"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$17,496","18,808"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$17,896","19,238"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$17,916","19,260"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,316","19,690"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,716","20,120"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$18,136","19,496"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,536","19,926"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,936","20,356"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$19,346","20,797"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$19,746","21,227"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$20,146","21,657"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$16,266","17,486"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$16,666","17,916"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$17,066","18,346"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Large,"$15,201","16,341"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Large,"$15,601","16,771"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Large,"$16,001","17,201"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Ultra Long Haul,"$17,956","19,303"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Ultra Long Haul,"$18,356","19,733"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Ultra Long Haul,"$18,756","20,163"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$11,123","11,957"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$11,523","12,387"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$11,923","12,817"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,574","9,217"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,974","9,647"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,374","10,077"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$13,123","14,107"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$13,523","14,537"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Super Midsize,"$13,923","14,967"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,639","9,287"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$9,039","9,717"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$9,439","10,147"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$9,987","10,736"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$10,387","11,166"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$10,787","11,596"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$10,077","10,833"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$10,477","11,263"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$10,877","11,693"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Very Light,"$8,289","8,911"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Very Light,"$8,689","9,341"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Very Light,"$9,089","9,771"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$6,169","6,632"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$6,969","7,492"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$6,569","7,062"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$6,534","7,024"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$6,934","7,454"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$7,334","7,884"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$6,964","7,486"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$7,364","7,916"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$7,764","8,346"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$7,754","8,336"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$8,154","8,766"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$8,554","9,196"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Turboprop,"$7,819","8,405"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$8,219","8,835"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$8,619","9,265"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Turboprop,"$6,519","7,008"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Turboprop,"$6,919","7,438"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,174","8,787"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,574","9,217"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,974","9,647"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Light,"$8,134","8,744"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Light,"$8,534","9,174"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Light,"$8,934","9,604"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$8,654","9,303"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$9,054","9,733"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$9,454","10,163"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$9,127","9,812"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$9,527","10,242"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$9,927","10,672"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$9,702","10,430"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$10,102","10,860"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$10,502","11,290"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$9,972","10,720"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$10,372","11,150"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$10,772","11,580"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Midsize,"$10,962","11,784"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Midsize,"$11,362","12,214"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ25 - Midsize,"$11,762","12,644"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ100 - Super Midsize,"$12,978","13,951"
ONEflight International (BAJ),"Englewood, CO",www.oneflight.net,info@oneflight.net,BAJ50 - Super Midsize,"$13,378","14,381"
